Time: 2025-05-27 17:14:35.237799+00:002025-05-27 18:15:59.237467 | GET | /accounts/profile/ | user=rostya
2025-05-27 18:18:16 | method=GET | path=/accounts/profile/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0
2025-05-29 16:54:57 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 16:54:57 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=35ms
2025-05-29 16:54:59 | method=GET | path=/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 16:54:59 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=18ms
2025-05-29 16:55:00 | method=GET | path=/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=19ms
2025-05-29 16:55:00 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 16:55:08 | method=GET | path=/accounts/profile/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=47ms
2025-05-29 16:55:15 | method=GET | path=/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 16:55:15 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=18ms
2025-05-29 16:55:19 | method=GET | path=/accounts/profile/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 16:56:58 | method=GET | path=/accounts/profile/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=27ms
2025-05-29 16:56:58 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=23ms
2025-05-29 16:57:00 | method=GET | path=/accounts/profile/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=21ms
2025-05-29 16:57:01 | method=GET | path=/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 16:57:15 | method=GET | path=/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 16:57:16 | method=GET | path=/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 16:57:26 | method=GET | path=/dashboard/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=55ms
2025-05-29 16:57:27 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=18ms
2025-05-29 16:57:36 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=15ms
2025-05-29 16:57:36 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=23ms
2025-05-29 16:57:41 | method=GET | path=/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 16:57:41 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=19ms
2025-05-29 16:57:48 | method=GET | path=/accounts/profile/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 16:57:48 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 16:57:51 | method=GET | path=/schedule/my-bookings/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 16:57:51 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 16:57:55 | method=GET | path=/dashboard/mentor-slots/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=24ms
2025-05-29 16:58:03 | method=GET | path=/dashboard/update-slot/9 | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=21ms
2025-05-29 16:58:03 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=21ms
2025-05-29 16:58:07 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 16:58:08 | method=GET | path=/accounts/profile/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 16:58:08 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=18ms
2025-05-29 16:58:10 | method=GET | path=/dashboard/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 16:58:12 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 16:58:55 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=18ms
2025-05-29 16:58:55 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 16:58:56 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 16:59:06 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=23ms
2025-05-29 16:59:06 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=23ms
2025-05-29 16:59:11 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 16:59:11 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 16:59:12 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 16:59:13 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 16:59:30 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 16:59:30 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=15ms
2025-05-29 16:59:31 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=14ms
2025-05-29 16:59:31 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=15ms
2025-05-29 16:59:32 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=15ms
2025-05-29 16:59:56 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=21ms
2025-05-29 16:59:56 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 17:00:34 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 17:00:34 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 17:00:35 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=15ms
2025-05-29 17:02:32 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=19ms
2025-05-29 17:02:32 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 17:03:01 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 17:03:27 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=16ms
2025-05-29 17:03:28 | method=GET | path=/dashboard/users-list | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 17:06:30 | method=POST | path=/api/token/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=290ms
2025-05-29 17:06:47 | method=GET | path=/api/profile/ | user=Anonymous | ip=127.0.0.1 | agent=python-requests/2.28.2 | response_time=17ms
2025-05-29 17:55:42 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=80ms
2025-05-29 17:55:42 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=61ms
2025-05-29 17:56:44 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=36ms
2025-05-29 17:56:44 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=63ms
2025-05-29 17:58:16 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=29ms
2025-05-29 17:58:50 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=26ms
2025-05-29 17:58:50 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=64ms
2025-05-29 18:00:39 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=99ms
2025-05-29 18:00:39 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=65ms
2025-05-29 18:01:07 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=38ms
2025-05-29 18:01:11 | method=GET | path=/admin/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=33ms
2025-05-29 18:01:11 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 18:02:31 | method=GET | path=/admin/schedule/slot/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=138ms
2025-05-29 18:02:31 | method=GET | path=/admin/jsi18n/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=19ms
2025-05-29 18:02:31 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=20ms
2025-05-29 18:03:18 | method=POST | path=/api/slots/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=39ms
2025-05-29 18:03:28 | method=GET | path=/admin/schedule/slot/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=49ms
2025-05-29 18:03:28 | method=GET | path=/admin/jsi18n/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 18:03:28 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 18:03:38 | method=GET | path=/admin/schedule/slot/14/change/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=146ms
2025-05-29 18:03:38 | method=GET | path=/admin/jsi18n/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=19ms
2025-05-29 18:03:38 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 18:03:41 | method=POST | path=/admin/schedule/slot/14/change/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=44ms
2025-05-29 18:03:41 | method=GET | path=/admin/schedule/slot/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=40ms
2025-05-29 18:03:42 | method=GET | path=/admin/jsi18n/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=20ms
2025-05-29 18:03:42 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=25ms
2025-05-29 18:05:45 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=27ms
2025-05-29 18:05:45 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=67ms
2025-05-29 18:12:45 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=27ms
2025-05-29 18:12:45 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=62ms
2025-05-29 18:14:05 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 18:14:05 | method=GET | path=/swagger/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=40ms
2025-05-29 18:14:22 | method=POST | path=/api/create-slot/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=45ms
2025-05-29 18:14:25 | method=GET | path=/admin/schedule/slot/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=156ms
2025-05-29 18:14:25 | method=GET | path=/admin/jsi18n/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=20ms
2025-05-29 18:14:25 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 18:15:22 | method=GET | path=/accounts/logout/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=84ms
2025-05-29 18:15:22 | method=GET | path=/accounts/login/ | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=8ms
2025-05-29 18:15:22 | method=GET | path=/favicon.ico | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=7ms
2025-05-29 18:15:27 | method=GET | path=/admin/accounts/user/ | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=1ms
2025-05-29 18:15:27 | method=GET | path=/admin/login/ | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=7ms
2025-05-29 18:15:28 | method=GET | path=/favicon.ico | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=7ms
2025-05-29 18:15:29 | method=POST | path=/admin/login/ | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=545ms
2025-05-29 18:15:30 | method=GET | path=/admin/accounts/user/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=42ms
2025-05-29 18:15:30 | method=GET | path=/admin/jsi18n/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=20ms
2025-05-29 18:15:30 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 18:15:42 | method=POST | path=/accounts/login/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=91ms
2025-05-29 18:15:50 | method=GET | path=/admin/accounts/user/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=113ms
2025-05-29 18:15:50 | method=GET | path=/admin/jsi18n/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 18:15:50 | method=GET | path=/favicon.ico | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=72ms
2025-05-29 18:15:51 | method=POST | path=/admin/logout/ | user=rostya | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=22ms
2025-05-29 18:15:51 | method=GET | path=/favicon.ico | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=6ms
2025-05-29 18:15:52 | method=GET | path=/accounts/login/ | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=3ms
2025-05-29 18:15:56 | method=POST | path=/accounts/login/ | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=571ms
2025-05-29 18:15:56 | method=GET | path=/accounts/profile/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=21ms
2025-05-29 18:16:15 | method=GET | path=/swagger/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=93ms
2025-05-29 18:16:15 | method=GET | path=/swagger/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=38ms
2025-05-29 18:16:34 | method=POST | path=/api/create-slot/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=93ms
2025-05-29 18:34:45 | method=GET | path=/swagger/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=27ms
2025-05-29 18:34:45 | method=GET | path=/swagger/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=65ms
2025-05-29 18:35:22 | method=GET | path=/swagger/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=27ms
2025-05-29 18:35:22 | method=GET | path=/swagger/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=70ms
2025-05-29 18:36:33 | method=GET | path=/swagger/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=28ms
2025-05-29 18:36:33 | method=GET | path=/swagger/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=69ms
2025-05-29 18:36:41 | method=GET | path=/api/users-stats/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=17ms
2025-05-29 18:36:50 | method=GET | path=/accounts/logout/ | user=rostyaw | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=18ms
2025-05-29 18:36:50 | method=GET | path=/accounts/login/ | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=9ms
2025-05-29 18:36:50 | method=GET | path=/favicon.ico | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=7ms
2025-05-29 18:36:52 | method=POST | path=/accounts/login/ | user=Anonymous | ip=127.0.0.1 | agent=Mozilla/5.0 (X11; Linux x86_64; rv:138.0) Gecko/20100101 Firefox/138.0 | response_time=560ms
